# //  Questa Sim-64
# //  Version 2019.2_1 linux_x86_64 May 13 2019
# //
# //  Copyright 1991-2019 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  QuestaSim and its associated documentation contain trade
# //  secrets and commercial or financial information that are the property of
# //  Mentor Graphics Corporation and are privileged, confidential,
# //  and exempt from disclosure under the Freedom of Information Act,
# //  5 U.S.C. Section 552. Furthermore, this information
# //  is prohibited from disclosure under the Trade Secrets Act,
# //  18 U.S.C. Section 1905.
# //
# Project file /u/rseth/ece571_hw2_yaalu/hw2_yaalu.mpf was not found.
# Unable to open project.
# Loading project ece571_rwb
# reading /pkgs/mentor/questa/2019.2_1/questasim/linux_x86_64/../modelsim.ini
# Loading project hw3_shiftreg
# Compile of regWithBenefits.sv failed with 1 errors.
# Compile of tb_rwb.sv failed with 2 errors.
# 2 compiles, 2 failed with 3 errors.
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv was successful.
# 2 compiles, 0 failed with no errors.
vsim work.test_rwb
#                  230CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  235CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  240CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  245CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  250CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  255CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  260CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  265CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  270CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  275CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Shifting it out... loading nothing in.
# 
# Simulation concluded!
# 
#                  280CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  285CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  290CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  295CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  300CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  305CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  310CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  315CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  320CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  325CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  330CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  335CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  340CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  345CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  350CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  355CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  360CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  365CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  370CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  375CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  380CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  385CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  390CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  395CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  400CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  405CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  410CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  415CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  420CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  425CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  430CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  435CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  440CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  445CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  450CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  455CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  460CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  465CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  470CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  475CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  480CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  485CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  490CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  495CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  500CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
run 300
#                  505CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  510CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  515CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  520CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  525CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  530CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  535CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  540CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  545CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  550CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  555CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  560CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  565CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  570CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  575CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  580CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  585CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  590CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  595CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  600CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  605CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  610CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  615CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  620CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  625CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  630CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  635CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  640CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  645CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  650CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  655CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  660CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  665CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  670CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  675CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  680CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  685CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  690CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  695CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  700CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  705CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  710CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  715CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  720CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  725CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  730CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  735CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  740CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  745CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  750CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  755CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  760CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  765CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  770CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  775CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  780CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  785CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  790CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  795CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  800CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv was successful.
# 2 compiles, 0 failed with no errors.
restart -f
# ** Note: (vsim-3813) Design is being optimized due to module recompilation...
# Loading sv_std.std
# Loading work.test_rwb(fast)
run 1000
# Simulation starting...
# 
#                    5CONTROL SIGNALS = rst 1 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Walking a 1 across the register.
# 
#                   10CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 1 -- DATA OUT: 00000000
# 
#                   15CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 1 -- DATA OUT: 00000000
# 
#                   20CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000001
# 
#                   25CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000001
# 
#                   30CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000010
# 
#                   35CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000010
# 
#                   40CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000100
# 
#                   45CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000100
# 
#                   50CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00001000
# 
#                   55CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00001000
# 
#                   60CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00010000
# 
#                   65CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00010000
# 
#                   70CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00100000
# 
#                   75CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00100000
# 
#                   80CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 01000000
# 
#                   85CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 01000000
# 
#                   90CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 10000000
# 
#                   95CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 10000000
# 
# Asserting clr..
# 
#                  100CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  105CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
